File Exported by Q - (c) 2009 Affectiva Inc.,,,,
File Version: 1.01,,,,
Firmware Version: 1.81,,,,
UUID: AQL1113206T,,,,
Sampling Rate: 16,,,,
Start Time: 2020-02-27 13:02:49 Offset:-05,,,,
Z-axis,Y-axis,X-axis,Temperature Celsius,EDA(uS)
-0.45,0.26,-0.73,23.3,0
-0.42,0.15,-0.8,23.3,0
-0.39,0.45,-0.63,23.3,0
-0.49,0.27,-0.8,23.3,0
-0.5,0.32,-0.7,23.3,0
-0.51,0.5,-0.6,23.3,0
-0.44,0.33,-0.63,23.3,0
-0.41,0.32,-0.68,23.3,0
-0.47,0.4,-0.71,23.3,0
-0.44,0.56,-0.65,23.3,0
-0.54,0.43,-0.72,23.3,0
-0.44,0.36,-0.67,23.3,0
-0.5,0.35,-0.69,23.3,0
-0.52,0.3,-0.74,23.3,0
-0.55,0.34,-0.66,23.3,0
-0.45,0.28,-0.64,23.3,0
-0.48,0.2,-0.65,23.3,0
-0.43,0.28,-0.68,23.3,0
-0.54,0.2,-0.76,23.3,0
-0.54,0.1,-0.87,23.3,0
-0.5,0.19,-0.6,23.3,0
-0.51,0.2,-0.53,23.3,0
-0.52,0.15,-0.74,23.3,0
-0.52,0.17,-0.95,23.3,0
-0.32,0.19,-0.73,23.3,0
-0.27,0.26,-0.53,23.3,0
-0.41,-0.04,-0.75,23.3,0
-0.25,0.29,-0.38,23.3,0
-0.46,0.17,-0.81,23.3,0
-0.3,0.01,-0.65,23.3,0
-0.2,0.14,-0.6,23.3,0
-0.24,0.18,-0.9,23.3,0
-0.17,-0.25,-0.28,23.3,0
0.99,-1.54,0.35,23.3,0
1.05,-1.17,0.42,23.3,0
1.53,-1.61,-0.26,23.3,0
2.14,-1.12,0.72,23.3,0
1.95,-1.05,-0.17,23.3,0
0.86,-2.8,-0.56,23.3,0
0.15,-0.55,-0.27,23.3,0
0.14,-1.55,0.8,23.3,0
0.16,-1.56,2.009,23.3,0
0.06,-1.47,1.34,23.3,0
0.95,-1.61,-0.3,23.3,0
1.32,-1.68,-0.35,23.3,0
-1.55,2.12,-3.24,23.3,0
4.99,-3.87,1.13,23.3,0
0.57,-1.27,0.96,23.3,0
-0.07,-1.15,0.32,23.3,0
-0.03,-1.08,0.49,23.3,0
3.55,2.06,-1.89,23.3,0
0.54,-1.26,1.11,23.3,0
0.21,-0.02,0.1,23.3,0
0.91,-0.11,0.98,23.3,0
-0.03,0.8,-1.15,23.3,0
0.77,0.62,1.26,23.3,0
0.72,-0.07,0.94,23.3,0
0.68,-0.65,0.96,23.3,0
0.3,-0.36,0.87,23.3,0
0.06,-0.43,0.51,23.3,0
0.47,-0.44,0.85,23.3,0
0.51,-0.57,1.25,23.3,0
0.31,-0.88,1.29,23.3,0
0.6,-0.15,0.8,23.3,0
-0.18,0.07,1.03,23.3,0
-0.48,-0.61,1.12,23.3,0
0.04,-0.82,2.26,23.3,0
-1.06,-0.62,1.32,23.3,0
0.1,-0.46,1.12,23.3,0
0.19,-0.32,0.86,23.3,0
-0.37,0.83,1.45,23.3,0
0.14,-0.19,0.89,23.3,0
-0.1,-0.17,1.25,23.5,0
0.28,-0.23,1.24,23.3,0
0.19,-0.24,1.39,23.3,0
0.22,-0.15,1.04,23.3,0
0.21,0.01,1.24,23.3,0
0.14,0.04,1.23,23.3,0
0.63,-0.1,1.12,23.3,0
0.27,0.19,1.12,23.3,0
0.27,0.11,1,23.3,0
0.21,0,1.24,23.3,0
0.25,0,1,23.3,0
0.26,-0.21,1.18,23.3,0
0.09,0,1.12,23.3,0
0.34,-0.01,1.23,23.3,0
0.13,-0.23,1.23,23.3,0
0.3,-0.16,1.1,23.3,0
0.05,0.08,1.2,23.5,0
0.44,-0.03,1.38,23.3,0
0.43,0.08,1.1,23.3,0
-0.09,0.61,1.11,23.3,0
0.39,0.07,1.23,23.5,0.002
0.24,0.05,1.14,23.3,0.002
0.01,0,1.03,23.3,0.002
0.19,0.23,0.91,23.3,0
0.24,0.54,0.96,23.3,0.002
0.17,0.38,1.35,23.3,0.002
0.14,0.35,1.24,23.5,0.006
0.15,0.61,1.05,23.3,0.022
0.01,0.41,1.22,23.3,0.012
0.06,0.65,1.01,23.5,0.008
0.07,0.6,1.07,23.3,0.006
0.06,0.5,1.01,23.3,0.016
0.05,0.28,0.9,23.3,0.016
0.09,0.47,0.99,23.3,0.016
0.27,0.58,0.97,23.3,0.018
0.15,0.62,0.93,23.3,0.028
0.11,0.78,0.94,23.5,0.02
0.24,0.76,0.81,23.3,0.016
0.43,0.6,0.86,23.3,0.016
0.31,0.74,0.83,23.3,0.01
0.34,0.65,0.8,23.3,0.008
0.3,0.74,0.71,23.3,0.006
0.61,0.84,0.68,23.3,0.006
0.26,0.72,0.68,23.3,0.012
0.28,0.71,0.3,23.3,0.041
0.43,0.93,0.44,23.3,0.045
0.11,0.94,0.46,23.7,0.056
0.25,0.81,0.59,23.7,0.043
0.18,0.96,0.63,23.5,0.02
0.07,0.77,0.57,23.5,0.02
0.36,0.96,0.61,23.7,0.018
0.19,1.14,0.37,23.7,0.02
0.15,0.91,0.64,23.7,0.01
0.3,0.82,0.42,23.7,0.004
0.29,1.07,0.6,23.7,0
0.29,0.75,0.29,23.5,0
0.19,1.03,0.33,23.3,0
0.2,0.99,0.31,23.3,0
0.16,0.93,0.23,23.3,0
0.26,1.06,0.38,23.3,0
0.22,0.85,0.24,23.3,0
0.27,1.03,0.26,23.3,0
0.28,0.88,0.15,23.3,0
0.26,0.86,0.27,23.3,0
0.27,0.86,0.6,23.3,0
0.39,0.99,0.19,23.3,0
0.21,1.2,0.34,23.3,0
0.11,0.9,0.27,23.5,0
0.07,1.1,0.37,23.3,0
0.19,1.01,0.39,23.3,0
-0.04,1.25,0.31,23.3,0
0.28,1,0.26,23.5,0.008
0.14,1.05,0.23,23.5,0.016
0.31,0.92,0.23,23.5,0.012
0.09,1,0.32,23.3,0.016
0.27,1.07,0.22,23.3,0.018
0.27,1.13,0.32,23.3,0.022
0.19,0.94,0.2,23.3,0.024
0.21,1.11,0.26,23.3,0.024
0.16,0.93,0.37,23.5,0.024
0.11,0.87,0.06,23.3,0.026
0.14,0.88,0.23,23.3,0.022
0.25,1.01,0.34,23.3,0.028
0.25,0.5,0.7,23.3,0.022
-0.01,1.05,0.73,23.3,0.01
0.08,0.89,0.6,23.3,0.002
0.98,0.01,0.64,23.5,0
0.17,0.99,0.68,23.3,0
0.19,0.76,0.88,23.3,0
0.49,0.46,1.19,23.3,0
0.37,0.59,0.59,23.3,0
0.14,1,0.54,23.3,0
0.14,0.98,0.48,23.5,0.004
0.18,0.92,0.46,23.3,0.012
0.19,0.93,0.4,23.3,0.018
0.17,0.94,0.36,23.3,0.037
0.16,0.98,0.28,23.3,0.058
0.12,1.03,0.28,23.5,0.084
0.15,0.62,0.28,23.5,0.107
0.34,0.79,0.4,23.3,0.12
0.09,1.08,0.29,23.3,0.127
0.2,1.14,0.24,23.5,0.132
0.15,1.04,0.23,23.3,0.132
0.18,0.85,0.39,23.5,0.136
0.23,0.8,0.32,23.3,0.136
0.25,0.86,0.47,23.3,0.134
0.34,0.8,0.58,23.3,0.132
0.12,1.53,1.05,23.3,0.136
0.31,0.75,0.76,23.3,0.143
0.28,0.78,0.81,23.3,0.143
0.78,1.03,0.72,23.5,0.143
0.25,0.81,0.76,23.3,0.144
0.31,0.82,0.71,23.3,0.144
0.15,0.87,0.54,23.5,0.136
0.24,0.8,0.74,23.5,0.132
0.17,1.02,0.54,23.3,0.132
0.31,0.93,0.6,23.3,0.127
